,project,property_type,price,area,n_bedrooms,n_bathrooms,balcony_direction,legal,posted_date,post_title,post_description,post_id,Cl Gia,area_cl
1314,Times City,Apartment,3150.0,90.0,2,2,Đông,unknown,2020-12-23 00:00:00 UTC,"Gia đình cần bán gấp căn hộ chính chủ Times City tòa T4, tầng 8, giá chỉ 3,15 tỷ bao phí","Chính chủ cần bán gấp căn hộ 2 ngủ tại T4 Times City.Diện tích 90m2.Nhà ít ở nên còn rất mới.2 ngủ, 2 vệ sinh.Cửa Tây ban công Đông.Có chỗ để xe ô tô.Phí dịch vụ còn 3 năm.Có thương lượng.",28292031,3-4.5,80-100
1315,Times City,Apartment,7750.0,160.0,>=4,2,unknown,có sổ đỏ/sổ hồng,2020-12-23 00:00:00 UTC,"Bán căn hộ 4PN tại Times City, 160m2, giá 7,75 tỷ. LH: 0975587230","Bán căn hộ 4PN tại Times City, diện tích 160m2 giá 7,75 tỷ bao phí.LH: 0975587230.",28293141,7.5-10,150-250
1316,Times City,Apartment,3000.0,83.0,2,2,unknown,có sổ đỏ/sổ hồng,2020-12-23 00:00:00 UTC,"Bán căn hộ 2PN Times City, 83m2 giá 3 tỷ bao phí, full NT mới đẹp. LH: 0975587230","Bán căn hộ 2PN sáng tại Times City, diện tích 83m2 giá 3 tỷ bao phí.LH: 0975587230.",28293109,3-4.5,80-100
1317,Times City,Apartment,3950.0,106.0,2,2,Nam,có sổ đỏ/sổ hồng,2020-12-23 00:00:00 UTC,"Căn siêu rẻ 106m2 với 3 phòng ngủ, giá 3.95 tỷ BP, không đồ Times City. LH: 0356522777","Khách cần chuyển nhượng căn 3PN view thoáng với DT 106m2 giá chỉ 3.95 tỷ bao đẹp, Times City, 458 Minh Khai, Hai Bà Trưng, Hà Nội.Thông tin căn hộ:- Diện tích: 106m2.- Thiết kế tinh tế: 2 phòng ngủ, 1 phòng khách, 1 bếp độc lập, ban công hướng Nam.- Nội thất nguyên bản chủ đầu tư: Sàn gỗ, trần thạch cao, hệ thống bếp và bếp từ, thiết bị vệ sinh cao cấp, nhà còn mới.- Giá bán: 3.95 tỷ bao phí tất cả.- Có sổ đỏ, không vay ngân hàng, không có phí dịch vụ.Liên hệ để tư vấn: Ngọc Diệp 0356522777 hoặc 0392019162 (Zalo, Messenger, Viber,... ).http://bdsnhamoi.vn",28292849,3-4.5,100-150
1318,Times City,Apartment,3050.0,80.4,2,2,Bắc,có sổ đỏ/sổ hồng,2020-12-23 00:00:00 UTC,"Cần chuyển nhượng căn 2PN, DT 80.4m2, giá chỉ 3.050 tỷ BP, không đồ tại Times City. LH: 0356522777","Chủ nhà chuyển sang nước ngoài cần bán gấp căn 2PN DT 80,4m2 duy nhất T10 Times City, giá chỉ 3.050 tỷ bao phí sang tên.Thông tin căn hộ:- Tổng diện tích: 80,4m2.- Thiết kế: Gồm 2 phòng ngủ, 1 phòng khách, 1 bếp độc lập, 1 ban công view thoáng, nhiều ánh sáng,- Căn hộ được chủ nhà cũ sửa sang hoàn thiện và đồ còn mới (Như hình 100%).- Giá bán chỉ 3.050 tỷ bao phí sang tên đầy đủ.Liên hệ tư vấn: Ngọc Diệp - 0356522777 hoặc 0392019162 (Zalo, Messenger, Viber,... ).http://bdsnhamoi.vn",28292398,3-4.5,80-100
1319,Times City,Apartment,2820.0,75.0,2,2,Bắc,unknown,2020-12-23 00:00:00 UTC,"Bán rẻ căn hộ cao cấp Times City, thiết kế 02 PN, diện tích 75m2 LH 0975535733","Tổng diện tích căn hộ: 75m2. Tầng đẹp.Hướng bán công: Bắc.Hướng cửa: Nam.View: Nhìn ra ngoài thành phố.Thiết kế:Số phòng ngủ: 02 phòng.Số phòng tắm: 02 phòng.Giá bán: 2,82 tỷ.Liên hệ: 0975535733.",28292310,2-3,50-80
1320,Times City,Apartment,2700.0,76.0,2,2,Nam,unknown,2020-12-23 00:00:00 UTC,"Bán căn hộ 2PN 76m2, ban công Nam, giá tốt nhất thị trường, chỉ 2.7 tỷ bao phí","Bán căn hộ 2PN 76m2, giá tốt nhất thị trường chỉ 2.7 tỷ bao phí.- Căn hộ được thiết kế 2 phòng ngủ, 2WC, bếp và phòng khách có logia. Các phòng vuông vắn, không có diện tích chết nên không gian sinh hoạt vô cùng thoải mái.- Nội thất: Full đồ.- Giá bán rẻ nhất thị trường: 2.7 tỷ bao phí.Liên hệ xem nhà: 0356922296.",28197893,2-3,50-80
1321,Times City,Apartment,3300.0,114.0,3,2,Nam,unknown,2020-12-23 00:00:00 UTC,"Duy nhất căn 3 phòng ngủ 114m2, giá chỉ 3.3 tỷ, full nội thất cao cấp ở Hai Bà Trưng. LH 0963066341","Thông tin căn hộ:- Diện tích: 114m2.- Thiết kế: 3 phòng ngủ 2 nhà vệ sinh.Giá bán chỉ 3,3 tỷ, bàn giao full nội thất liền tường cao cấp, nhập khẩu Châu Âu, trực tiếp CĐT, khách hàng không cần trả phí sang tên, chuyển nhượng. Dự án đã hoàn thiện, có thể lên xem trực tiếp căn hộ, hệ thống tiện ích đồng bộ như nhà trẻ, bể bơi, siêu thị, hệ thống công viên cây xanh, vườn dạo bộ, nhạc nước,..Khách hàng quan tâm vui lòng liên hệ: 0963 066 341.",28085750,3-4.5,100-150
1322,Times City,Apartment,2700.0,75.0,2,2,Nam,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Nhượng căn 2 phòng ngủ, DT 75m2, giá 2.7 tỷ bao phí tại T04 Vinhomes Times City - Park Hill","Nhượng căn 2 phòng ngủ, DT 75m2, giá 2.7 tỷ bao phí tại Vinhomes Times City Park Hill.Thông tin chi tiết:- Nhà sạch sẽ, gọn gàng.- Diện tích và thiết kế: 75m2; thiết kế căn 2 phòng ngủ, 2 nhà vệ sinh.- Nội thất: Hệ thống đèn chiếu sáng sang trọng, điều hòa, sàn gỗ, tủ âm tường, bếp, tủ bếp và các thiết bị vệ sinh cao cấp...- Hướng: Cửa Bắc, ban công Nam. Tòa T04. View không bị che chắn.- Giá bán: 2.7 tỷ bao phí.- Pháp lý: Căn hộ đã có sổ đỏ chính chủ.Liên hệ 0337587060 Mai Anh.",28256149,2-3,50-80
1323,Times City,Apartment,4190.0,108.7,2,2,unknown,có sổ đỏ/sổ hồng,2020-12-20 00:00:00 UTC,Bán chung cư thuộc tòa T2 khu đô thị Times City,"Bán căn hộ 2318 tòa T2 Times City. Được thiết kế sang trọng, là căn 2 ngủ nhưng có diện tích rất rộng lên tới 108.7m2. Đầy đủ tiện ích cao cấp như bồn tắm, lò nướng. Lò vi sóng, bếp từ, tủ lạnh, máy giặt...",28251469,3-4.5,100-150
1324,Times City,Apartment,2850.0,75.0,2,2,unknown,có sổ đỏ/sổ hồng,2020-12-17 00:00:00 UTC,"Bán căn 2PN 75 m2 Times City, giá 2,85 tỷ bao tòan bộ phí sang tên","Bán căn 2PN k đồ.Diện tích 75 m2.Tầng trung.Cửa Nam.Liên hệ tư vấn: Em Tài.Chuyên dịch vụ cho thuê, chuyển nhượng dự án Times City.LH: 0972550135.",28217428,2-3,50-80
1325,Times City,Apartment,2950.0,83.0,2,2,Nam,có sổ đỏ/sổ hồng,2020-12-16 00:00:00 UTC,"Danh sách căn hộ chính chủ bán cắt lỗ sâu, giá rẻ nhất thị trường, miễn phí dịch vụ LH 0789258678","Xin cảm ơn quý khách hàng đã quan tâm tới dịch vụ của chúng tôi, cám ơn đã đồng hành suốt thời gian qua!Xin gửi tới anh/chị đang quan tâm căn hộ chung cư Times City danh sách căn hộ bán mới giá tốt nhất Times City Quý IV/2020, liên hệ Em Vinh 0789258678 để được tư vấn những căn hộ tốt nhất trong tầm giá.* Bên khu Times:+ Căn 53m2 tòa T8 giá 1.85 - 2.1 tỷ bao phí full đồ.+ Căn 75m2 tòa T1, 4, 5, 6, 7, giá 2.7 - 2.75 tỷ bao phí.+ Căn 87m2 căn hoa hậu tòa T5, 6, 7, giá 3.2 - 3.4 tỷ bao phí.+ Căn 90m2, tầng trung, tòa T4, 5, 6, 7, giá 2.95 - 3.2 tỷ bao phí.+ Căn 94.4m2, tầng trung, tòa T1, giá 3.2 tỷ bao phí nhà mới, view sông hồng cầu Vĩnh Tuy.+ Căn hoa hậu 94.3m2, tòa T2 giá: 3.4 tỷ bao phí.+ Căn 95m2 - 2PN tòa T2, T3 giá 3 - 3.2 tỷ bao phí.+ Căn 95m2 sửa thành 3 phòng ngủ, giá 3.2- 3.4 tỷ bao phí.+ Căn 109m2, tầng đẹp, tòa T2, T3 giá 3.35 - 3.5 tỷ bao phí.+ Căn 108m2 tòa T6 tầng trung giá: 3.75 tỷ không đồ bao phí nhà rất mới đẹp.+ Căn góc 97,5m2, view nhạc nước, giá chỉ 3.45 tỷ bao phí.+ Căn góc 3 phòng ngủ, 110m2, giá 4.1 - 4.2 tỷ bao phí.+ Căn 3 phòng ngủ, tòa T8 tầng trung giá 3.9 tỷ bao phí.+ Căn 118m2, tòa T2, 3, giá 3.9 - 4.1 tỷ bao phí.+ Căn 83m2, tầng trung, ban công Nam, tòa T11, giá 3,15 tỷ bao phí.+ Căn 83m2 tòa T8, 9, giá 2.85 - 3.1 tỷ bao phí.+ Căn 95m2 - 3 ngủ T18 giá: 3.3 tỷ bao phí.+ Căn 116m2 - 3PN T10 ban công Đông Bắc, giá 5.2 tỷ bao phí. Full đồ đẹp.* Bên khu Park Hill:+ Căn 1PN - 53m2 tòa P3 giá 2.3 tỷ bao phí.+ Căn 56m2 1PN tòa Park 3, giá 2.4 tỷ bao phí.+ Căn 82m2 tòa Park 1, giá: 3.4tỷ bao phí.+ Căn góc 136m2 4PN tòa Park 2 - ban công Đông Nam, giá 5.8 tỷ. Bao phí.+ Căn 79m2 tòa Park 2, giá 3.3 tỷ bao phí.+ Căn 73m2 tòa P5 - hướng Đông Bắc view sông Hồng tuyệt đẹp, giá 3.15 tỷ bao phí.+ Căn 103m2, 3PN tòa P5, giá: 4.5 tỷ bao phí, nhà mới, Full đồ.+ Căn 118m2, 3PN giá 4.9 tỷ Full đồ.+ Căn 2 ngủ - 80m2 tòa P7 view quảng trường giá 3.45 tỷ bao phí.+ Căn 113m2, 3PN tòa Park 7 hướng Đông Nam giá 5.1 tỷ bao phí.* Bên khu Park Premium:+ Căn 68m2 tầng trung nhà mới nguyên giá 3 tỷ bao phí.+ Căn 74m2, full đồ đẹp, tầng trung, giá 3.3 tỷ bao phí.+ Căn 79m2, tòa P11, giá 3.4 tỷ bao phí. Có phí 10 năm dịch vụ, suất để ô tô dưới hầm.+ Căn 3 phòng ngủ, 118m2, full đồ đẹp, tòa P11, giá 5.2 tỷ bao phí.+ Căn 100m2 - 3PN thuộc P9, tầng trung giá 4.65 tỷ bao phí.+ Căn 157m2 4 phòng ngủ tòa P10 giá 7.9 tỷ bao phí.+ Căn 178m2 5 phòng ngủ tòa P10 giá 9.7 tỷ bao phí.Các tiện ích cư dân được hưởng: Miễn phí dịch vụ 10 năm. Miễn phí bể bơi, sân tennis, sân cầu lông,..., dịch vụ nhà 5 sao, bệnh viện Vinmec, siêu thị Vinmart, gần trường học Vinshool, tiệm salon, nhà thuốc, ăn sáng, cafe ngay nhà,...- Thủ tục pháp lý sang tên căn hộ nhanh gọn, đảm bảo cho khách hàng.- Mọi thông tin quý khách vui lòng liên hệ trực tiếp để được tư vấn miễn phí.- Hỗ trợ vay ngân hàng tới 70%.Hãy liên hệ ngay em Vinh 0789258678 để được tư vấn và hỗ trợ xem nhà.",28201081,2-3,80-100
1326,Times City,Apartment,4000.0,118.0,3,2,Bắc,có sổ đỏ/sổ hồng,2020-12-01 00:00:00 UTC,"Bán gấp căn 3 ngủ 118m2 khu T Times City, tầng đẹp, nhà mới, giá hợp lý nhất thị trường","Bán gấp căn 3 ngủ 118m2 khu T Times City, giá hợp lý nhất thị trường.Căn hộ sở hữu những ưu điểm như sau.- 3 ngủ, 2 toilet, 2 ban công.- 118m2, bố trí các phòng hợp lý, diện tích phòng khách (phòng sinh hoạt chung) rất rộng.- Nhà đã thay đường ống đồng điều hoà, thay điều hoà của CĐT bằng Daikin tiết kiệm điện.- Mật độ giãn cách giữa các toà rất thoáng.- Trung tâm thương mại ngay dưới hầm toà nhà (vô cùng tiện lợi cho sinh hoạt gia đình).- Phí dịch vụ miễn phí còn 3 năm.- Sổ đỏ cầm tay, sang tên trong một nốt nhạc.",27998291,3-4.5,100-150
1327,Times City,Apartment,4750.0,110.0,3,3,unknown,có sổ đỏ/sổ hồng,2020-12-29 00:00:00 UTC,"Chính chủ cần bán căn góc siêu đẹp 110m2 toà T05, giá 4.75 tỷ bao phí","Chuyển chỗ làm nên chính chủ cần bán căn hộ.- Căn góc toà T05, tầng trung.- Diện tích 110 m2 căn góc cực thoáng. 3 phòng đều có ánh sáng tự nhiên. Nhà mới sạch sẽ, giữ gìn.- Rất thiện chí bán với giá 4.75 tỷ bao phí.Liên hệ xem nhà 0337587060 Mai anh.",28353220,4.5-7.5,100-150
1328,Times City,Apartment,3650.0,110.0,2,3,Nam,có sổ đỏ/sổ hồng,2020-12-28 00:00:00 UTC,"Siêu rẻ! Bán gấp 2PN Times - BC nam - view hồ - chỉ 3,65 tỷ - 0911305665 - nhà mới cực đẹp","Vì không có nhu cầu cần bán căn TimeS City, DT 110m2, căn 2PN giá chỉ 3.650 tỷ bp, không đồ, view cực đẹp. Có thể sửa thành 3PN.Thông tin căn hộ:- Diện tích: 110m2.- Thiết kế: 2 phòng ngủ sáng, 1 phòng khách, 1 bếp độc lập, ban công hướng Nam, cửa chính hướng Bắc, tầng trung.- Nội thất nguyên bản chủ đầu tư: Nhà mới tinh, sàn gỗ, trần thạch cao, điều hòa 2 chiều, thiết bị bếp sang trọng và thiết bị nhà vệ sinh mới. (Hình thật 100%).- Giá bán: 3.650 tỷ bao phí đầy đủ(có sổ đỏ).- Liên hệ để tư vấn: 0911305665.",28340818,3-4.5,100-150
1329,Times City,Apartment,4900.0,110.0,3,3,Đông-Bắc,có sổ đỏ/sổ hồng,2020-12-24 00:00:00 UTC,"Bán căn góc 3 ngủ, ban công Đông Bắc, Tòa T06- Times City nhà đẹp như ảnh","Bán căn góc 3 phòng ngủ full đồ tại Time City. Nhà đã sửa lại nội thất đẹp, chỉ việc xách vali vào ở.Diện tích căn hộ 110m2. Ban công Đông Bắc, phòng khách cực rộng.Nhà y hình bên dưới.Căn hộ còn 3 năm miễn phí dịch vụ,Giá bán: 4.9 tỷ bao phí.Liên hệ 0337587060.",28304935,4.5-7.5,100-150
1330,Times City,Apartment,7500.0,186.0,>=4,>=3,unknown,unknown,2020-12-30 00:00:00 UTC,"Chính chủ, gia đình có nhu cầu bán 2 căn hộ đập thông tại tòa T04, KĐT Times City","Chính chủ, gia đình có nhu cầu bán 02 căn hộ đập thông tại tòa T04, tầng thấp - KĐT Times City.- Diện tích: 186m2.- Số lượng phòng ngủ: 04 phòng ngủ + 01 phòng thay đồ.- Ban công Tây Nam.- Nhà đã sửa sang toàn bộ, lát sàn, trần, sửa lại toàn bộ hệ thống nội thất.- Có lost ô tô.- Sổ đỏ chính chủ cầm tay.- Giá: 7,5 tỷ, có thương lượng cho khách thiện chí.- Liên hệ xem nhà: 0968 573 945.",28262747,7.5-10,150-250
1331,Times City,Apartment,6500.0,143.0,>=4,>=3,unknown,unknown,2020-12-30 00:00:00 UTC,"Tổng hợp CH 3PN và 4PN siêu rẻ đẹp, Park Hill và Times City - Park Hill Premium. LH:0968573945","Bảng hàng căn hộ 3 & 4 phòng ngủ, giá tốt nhất T11/2019.* Với căn 3PN.- Căn góc 3 PN T6, 110m2, giá 4.28 tỷ bao phí.- Căn vip 3PN T11, tầng trung, giá 4 - 4.15 tỷ bao phí.- Căn 118m2 tòa T2, 3 - giá 3.9 tỷ.- Căn góc Park Hill 128m2, view đẹp, giá 5.65 tỷ bao phí.- Căn 3 phòng ngủ rẻ nhất Park Hill giá 4.4 tỷ.- Căn góc 120m2 Park Hill giá 5.2 tỷ.- Căn 3 phòng ngủ, 118,5m2, full đồ đẹp, tòa Park Premium, giá 4,75 tỷ bao phí.- Căn góc 123m2, Park 10, giá 5.65 tỷ, có phí 10 năm.* Với căn 4PN.Căn góc 143m2, giá 6,5 tỷ.Căn góc 136m2, giá 5.9 tỷ.Căn góc 4PN - Park 11 giá 6.9 tỷ.Căn góc Park 10 - 157 m2, giá 8.6 tỷ đủ đồ.Căn vip nhất dự án: Park 10. Đủ nội thất thiết kế: 13 tỷ.Ngoài ra còn rất nhiều căn chủ nhà gửi bán.Khách hàng liên hệ để được tư vấn và chọn căn miễn phí:0968 573 945 (Ib qua Zalo, Imessage).",23355361,4.5-7.5,100-150
1332,Times City,Apartment,7800.0,190.0,>=4,>=3,Tây,unknown,2020-12-29 00:00:00 UTC,"Căn VIP Times City 190m2 có thể đập thông thành 6 phòng ngủ, giá bán chỉ 7.8 tỷ","Hàng hiếm thị trường, gia đình có 2 căn Times City sát nhau tổng diện tích 190m2 với 6 phòng ngủ và 4 phòng vệ sinh. Có thể đập thông làm 1 căn hộ vip cực rộng, đẹp và vuông vắn.Tầng trung hướng view thoáng quảng trường.Còn miễn phí dịch vụ 5 năm.Liên hệ xem nhà: 0979229966.",28363080,7.5-10,150-250
1333,Times City,Apartment,7500.0,186.0,>=4,>=3,Tây-Nam,có sổ đỏ/sổ hồng,2020-12-29 00:00:00 UTC,"Chính chủ, gia đình có nhu cầu bán 2 căn hộ đập thông tại tòa T04, tầng thấp - KĐT Times City","Chính chủ, gia đình có nhu cầu bán 02 căn hộ đập thông tại tòa T04, tầng thấp - KĐT Times City.- Diện tích: 186m2.- Số lượng phòng ngủ: 04 phòng ngủ + 01 phòng thay đồ.- Ban công Tây Nam.- Nhà đã sửa sang toàn bộ, lát sàn, trần, sửa lại toàn bộ hệ thống nội thất.- Có lost ô tô.- Sổ đỏ chính chủ cầm tay.- Giá: 7,5 tỷ, có thương lượng cho khách thiện chí.- Liên hệ xem nhà: 0982 591 304.",27758744,7.5-10,150-250
1334,Times City,Apartment,7300.0,190.0,>=4,>=3,Đông-Bắc,có sổ đỏ/sổ hồng,2020-12-28 00:00:00 UTC,"Bán 2 căn góc liền nhau tòa T2, DT 190m2 Times City Hai bà Trưng, giá 7.3 tỷ bao phí. Lh 0979702442","Gia đình chuyển đổi nơi ở nên bán lại 2 căn liền nhau chưa đập, tổng diện tích 2 căn là 190m2, vì là 2 căn góc nên rất thích hợp cho bác nào thích diện tích rộng mua về để sửa đập thông, tầng cao nên vieu rất thoáng, nhìn ra toàn thành phố, ban công góc đông bắc nên rất mát.Căn hộ còn hơn 3 năm phí dịch vụ.Nhà nguyên bản chủ đầu tư chưa sửa chữa gì.Tiện ích đầy đủ các dịch vụ như trường học quốc tế, bệnh viện, khu vui chơi, trung tâm thương mại.Sổ đỏ chính chủ.Giá bán 7.3 tỷ bao toàn bộ phí.Anh chị quan tâm liên hệ. Mai Phượng 0979702442 zalo, viber.",28345454,4.5-7.5,150-250
1335,Times City,Apartment,11000.0,212.0,>=4,>=3,Đông-Nam,unknown,2020-12-26 00:00:00 UTC,Bán căn hộ chung cư Times City lỗ bán 11 tỷ - 6 phòng ngủ - 212m2 - bán - thuê 46.55 triệu/tháng,Chấp nhận bán cắt lỗ gần 2 tỷ - căn hộ Times City - căn góc - 6 phòng ngủ - tổng diện tích 212m2 - sửa chữa và nội thất vào gần 2 tỷ - Nhà ở rất giữ gìn sạch đẹp - bán: 11 tỷ (bao gồm toàn bộ nội thất) hoặc cho thuê: 46.55 triệu 1 tháng.Liên hệ: 0979229966 - 0903060380. Cám ơn đã đọc tin.,18316647,>=10,150-250
1336,Times City,Apartment,11800.0,308.0,>=4,>=3,Đông-Bắc,unknown,2020-12-25 00:00:00 UTC,"Bán 3 căn góc liền nhau, DT 308m2, Times City Hai Bà Trưng, giá 11.8 tỷ BP. LH 0979702442","Thông tin cụ thể như sau.Hiện tại em có 3 căn liền nhau bán, chưa đập, nhà nguyên bản chủ đầu tư. Rất phù hợp cho bác nào mua về đập thông, là căn góc view đẹp thoáng. Ban công đông bắc. Tầng cao view sông Hồng, cầu Vĩnh Tuy.Tổng diện tích cả 3 căn là 308m2.Hiện tại còn hơn 3 năm phí dịch vụ.Rất hiếm khi có 3 căn diện tích rộng liền nhau như này bán ạ, nên bác nào chịu chơi chút thì về đập thông thì quá đẹp ạ.Pháp lý sổ đỏ chính chủ.Giá bán 11,8 tỷ bao phí.Anh chị quan tâm LH xem nhà. Mai Phượng 0979702442 Zalo, Viber.",28316966,>=10,>=250
1337,Times City,Apartment,7950.0,200.0,>=4,>=3,unknown,có sổ đỏ/sổ hồng,2020-12-23 00:00:00 UTC,"Bán căn hộ 200m2 tại Times City giá 7,95 tỷ bao phí. LH: 0975587230","Bán căn hộ 5PN tại Times City, 200m2 giá 7,95 tỷ bao phí.LH: 0975587230.",28293295,7.5-10,150-250
1338,Times City,Apartment,11800.0,308.0,>=4,>=3,Đông-Bắc,có sổ đỏ/sổ hồng,2020-12-28 00:00:00 UTC,"Bán 3 căn góc liền nhau, DT 308m2. Times City Hai Bà Trưng, giá 11 tỷ 800 BP, LH 0979702442","Thông tin cụ thể như sau.Hiện tại em có 3 căn liền nhau bán, chưa đập, nhà nguyên bản chủ đầu tư. Rất phù hợp cho bác nào mua về đập thông, là căn góc view đẹp thoáng. Ban công Đông Bắc. Tầng cao view sông Hồng, cầu Vĩnh Tuy.Tổng diện tích cả 3 căn là 308m2.Hiện tại còn hơn 3 năm phí dịch vụ.Rất hiếm khi có 3 căn diện tích rộng liền nhau như này bán ạ, nên bác nào chịu chơi chút thì về đập thông thì quá đẹp ạ.Pháp lý sổ đỏ chính chủ.Giá bán 11,8 tỷ bao phí.Anh chị quan tâm lh xem nhà. Mai Phượng 0979702442 zalo, viber.",28257874,>=10,>=250
1339,Times City,Apartment,1900.0,53.0,1,1,Nam,có sổ đỏ/sổ hồng,2020-12-25 00:00:00 UTC,"PHÒNG KINH DOANH DỰ ÁN TIMES CITY GỬI TỚI KH QUỸ CĂN CHUYỂN NHƯỢNG GIÁ RẺ NĂM 2020, LH: 0989840289","Sàn bất động sản TimesLand đơn vị chuyển nhượng và cho thuê SỐ 1 Vinhomes Times City.Với kinh nghiệm 6 năm làm chuyển nhượng và cho thuê tại Times City, với đội ngũ tư vấn chuyên sâu và am hiểu pháp lý nên chúng tôi nhận được sự tin tưởng tuyệt đối từ phía cư dân nơi đây, được cư dân gửi các căn hộ bán và cho thuê. Chúng tôi có một phòng pháp lý chuyên hỗ trợ khách hàng và chủ nhà tất cả các hồ sơ giấy tờ, thủ tục pháp lý liên quan đến thủ tục mua bán và chuyển nhượng căn hộ.Quý khách hãy liên hệ để được tư vấn: 0989840289Xin gửi tới anh/chị đang quan tâm căn hộ chung cư Times City danh sách căn hộ bán mới giá tốt nhất Times City Tháng 03/2020, Liên hệ với Tiến: 0989840289 để được tư vấn những căn hộ tốt nhất trong tầm giá. Web: https://nhatimescity.net/Căn 1 phòng ngủ:+ 53m2, tòa T8, T9. T11 giá 1.9  2.05 tỷ, bao toàn bộ phí sang tên sổ đỏ.+ 56m - 58m tòa Park 7 - 8 - 12 giá 2.3 - 2.45 tỷ. Bao phí, có đồ.Giá cho thuê: Từ 9tr/tháng không đồ đến 10tr/tháng full đồ.* Căn 2 phòng ngủ:Bên khu T:+ 76m2 tòa T1 - T4 - T5 - T6 - T7 giá 2,7 - 2.8 tỷ, bao phí, có đủ các khoảng tầng.+ 90m2 tòa T4 - T6 T7 T10 giá 3  3.1 tỷ, bao phí, có căn thiết kế đẹp.+ 94.3m2 tòa T2 - T3 căn thiết kế đẹp các phòng đều sáng giá 3.4 - 3.6 tỷ.+ 108.7m2 tòa T3 T6 giá 3.4 - 3.6 tỷ, có căn đã sửa thành 3PN đẹp.Bên khu Park Hill:+ 68m2 tòa P9 - P10 giá 2.95 tỷ, bao phí, có suất để xe.+ 70 - 73 tòa P3 - P2 - P5 giá 2.85 - 3 tỷ, bao phí, hướng và view rất đẹp.+ 78  80m2 tòa P2 P3 giá 2.95  3.1 tỷGiá cho thuê: Từ 11tr/tháng không đồ đến 14tr/tháng full đồ.Hình ảnh, thông tin tại link: https://nhatimescity.net/* Căn 3 - 5 phòng ngủ:Bên khu T:+ 95m2 tòa T18 giá 3 - 3.1 tỷ (cắt lỗ 350tr).+ Các căn góc các tòa 103 - 109 - 110m2 giá từ 3.6 - 4 tỷ (cắt lỗ trung bình 400tr).+ 116.7m2 tòa T2 - T3 giá 3.8 - 4 tỷ bao phí (cắt lỗ 300tr).+ 160m2 T11 - 4 phòng ngủ - 6 tỷ - 6,5 tỷ cắt lỗ 700tr).Bên khu Park và Park Hill Premium:+ 92m2 tòa P1 - giá 3.5 tỷ (cắt lỗ 200tr).+ 100m2 tòa P5 - P6 - giá 3.9 tỷ - 4 tỷ bao phí, nhà đẹp.+ 117m2 tòa P10 - P12 - P11 giá 4.6 tỷ (cắt lỗ 400tr).+ 128m tòa P2 - P3 giá 5.5 - 5.7 tỷ, bao phí, thiết kế và view đẹp.+ 142m tòa P7 P8 giá 6.2 tỷ, bao phí, tầng trung.+ 178m2 tòa P10 giá 8.5 tỷ (cắt lỗ 400tr).Ngoài ra còn một số căn đặc biệt chủ nhà đập thông diện tích lên tới 200m2, 300m2.Các tiện ích cư dân được hưởng: Miễn phí dịch vụ 10 năm. Miễn phí bể bơi, sân tennis, sân cầu lông,..., dịch vụ nhà 5 sao, bệnh viện Vinmec, siêu thị Vinmart, gần trường học Vinshool, tiệm salon, nhà thuốc, ăn sáng, cafe ngay nhà,...- Thủ tục pháp lý sang tên căn hộ nhanh gọn, đảm bảo cho khách hàng.- Mọi thông tin quý khách vui lòng liên hệ trực tiếp để được tư vấn miễn phí.- Hỗ trợ vay ngân hàng tới 70%.Hãy liên hệ ngay Bùi Văn Tiến: 0989840289 để được tư vấn và hỗ trợ xem nhà.Web: https://nhatimescity.net/",28310902,1-2,50-80
